"Log Number",Description,"Supplement Indicator",Institution,"Fiscal Year",Program,"Federal Funds","Funding Office",City,State
NG-03-16-0011-16,"The Bear River Band of Rohnerville Rancheria will partner with Tribal children's school libraries and work with school librarians on the recognition of culturally inappropriate and stereotypical books in children's literature and media. Native people are underrepresented and are often misrepresented in books and other media for both adults and children. Project participants will learn how to select appropriate, culturally relevant materials by Native American authors, will tailor services in accordance with acquired knowledge, and will have multiple opportunities to provide feedback to the project team. The project will include distribution of books, two training workshops for a broader audience of public school librarians, county library staff, and local tribal library staff as well as two Native Author programs with students at two of the partners schools.",1,"Bear River Band of Rohnerville Rancheria",2016,"Native American Library Services: Enhancement Grants",$1000,"Office of Library Services",Loleta,CA
NG-03-16-0011-16,"The Bear River Band of Rohnerville Rancheria will partner with Tribal children's school libraries and work with school librarians on the recognition of culturally inappropriate and stereotypical books in children's literature and media. Native people are underrepresented and are often misrepresented in books and other media for both adults and children. Project participants will learn how to select appropriate, culturally relevant materials by Native American authors, will tailor services in accordance with acquired knowledge, and will have multiple opportunities to provide feedback to the project team. The project will include distribution of books, two training workshops for a broader audience of public school librarians, county library staff, and local tribal library staff as well as two Native Author programs with students at two of the partners schools.",0,"Bear River Band of Rohnerville Rancheria",2016,"Native American Library Services: Enhancement Grants",$99484,"Office of Library Services",Loleta,CA
NG-03-16-0033-16,"The Fort Belknap Indian Community Council's Aaniiih Nakoda College Library (ANCL) will promote lifelong learning among residents of the Fort Belknap Indian Reservation through outreach programs that address topics of identified community interest and feature engaging, hands-on educational activities related to STEM (science, technology, engineering and mathematics) and health/wellness, as approached through the lens of Aaniiih and Nakoda language, history and lifeways. Outreach programs will be planned, implemented and evaluated in cooperation with a network of community partners and delivered in all three reservation communities (Fort Belknap Agency, Hays and Lodgepole). Special emphasis will be placed on outreach to youth. Project outcomes include increased community awareness of and participation in programming; amplified interest in and knowledge of science, technology, health/wellness and Aaniiih and Nakoda culture; more use of library resources; and augmented college- and career-readiness among reservation youth. The project will be carried out over a two-year period.",0,"Fort Belknap Indian Community",2016,"Native American Library Services: Enhancement Grants",$149830,"Office of Library Services",Harlem,MT
NG-03-16-0027-16,"The Coyote Valley Band of Pomo Indians will enhance library services through the development of the Advancing Students and Professionals through Innovation, Resources & Education (ASPIRE) Project. The project is designed to spark and nurture youth interest in learning and advanced education and increase access to professional development opportunities for Coyote Valley and neighboring tribes through a new digital media lab/classroom, GED program, and on-site classes. The project responds to a needs assessment that highlighted increased interest in education by youth members, more educational and cultural programming, and an accessible computer lab. The overarching goal of the ASPIRE Project is to improve the lifestyles of tribal members by using education as a gateway to professional development - through access (technology) and opportunities (classes) - while fostering cultural pride. Tangible products will include a digital media lab/classroom and the ASPIRE Planning & Evaluation Model.",0,"Coyote Valley Band of Pomo Indians",2016,"Native American Library Services: Enhancement Grants",$142670,"Office of Library Services","Redwood Valley",CA
NG-03-15-0022-15,"The first objective of this project is to preserve and care for a unique collection of 338 video recordings of traditional Southeast Alaska Native song and dance performances. The performances were presented at ""Celebration"" cultural festivals, sponsored by the Sealaska Heritage Institute between 1982 and 1992. These videotapes are old and inaccessible due to their outdated format, and are in critical need of preservation measures. The recordings will be made widely available to tribal members, educators, scholars, and the public, and specific steps will be taken to facilitate the use of Celebration content as educational tools by K-12 teachers and university instructors. These efforts will provide for the preservation and accessibility of a significant cultural collection, foster greater understanding of tribal values and traditions, and promote cross-cultural education.",0,"Sealaska Corporation",2015,"Native American Library Services: Enhancement Grants",$147959,"Office of Library Services",Juneau,AK
NG-03-15-0032-15,"The Nisqually Tribe will utilize a StoryCorps recording studio within the tribal library to record the stories of tribal members.  Trained staff will use the recording technology to facilitate sessions where tribal members exchange and share their stories with each other. These recordings will then become part of the knowledge the tribe can share from the tribal Library's collection and will be preserved for future generations.",0,"Nisqually Indian Tribe",2015,"Native American Library Services: Enhancement Grants",$40492,"Office of Library Services",Olympia,WA
NG-03-15-0013-15,"With this award, the Yakama Nation will revive the existing outdated library collection with relevant new books, and audio and video resources. The library staff will focus on professional development in cataloging, reading literacy, and collection development in order to facilitate, support, and assist patrons in meeting their information retrieval needs. The library will also collaborate with the Yakama Nation Tribal School to select readings to enhance student project-based learning research needs. The Yakama Nation envisions building upon their collaborative success by updating the library collection and promoting reading. These developments will enhance library programming, promote reading, and generate enthusiasm for reading at Head Start facilities and at library story hours.",0,"Confederated Tribes and Bands of the Yakama Nation",2015,"Native American Library Services: Enhancement Grants",$146864,"Office of Library Services",Toppenish,WA
NG-03-15-0036-15,"The Chilkat Indian Village Library designed a program that will focus on Tlingit culture, tribal history, and impacts of library and cultural services with the goal of increasing community knowledge of tribal cultural history, media literacy, and life and career skills. The library will present programs, develop collections, provide increased access to cultural resources, and create five films that record tribal lands history. Project staff will work with mentors to build skills and will develop an evaluation tool that spans a decade of services. They will analyze long-term impacts of cultural and library services that have been provided in order to better understand how to design effective programs and services in the future. The overarching goal is to promote the library as a strong community anchor that will enhance civic engagement, cultural opportunities, and economic vitality for tribal members, researchers, others who use library services or view the films, tribal council, and the village.",0,"Chilkat Indian Village",2015,"Native American Library Services: Enhancement Grants",$149998,"Office of Library Services",Haines,AK
NG-03-15-0025-15,"The Bay Mills Community College Library has two main goals for this project: to introduce area children (from infants to teens) to more literature, and to increase the public's awareness of the library as a community center where all ages feel welcome. It will be partnering with two local schools and one childcare center in order to accomplish these goals. This multi-faceted approach will include the following activities: book giveaways, youth book clubs, scheduled visits to the library, lessons at the public school library, family reading events, and community open houses. New books and technology will be purchased for classrooms, the local school library, and the Library's own children's collection so that the library will be able to offer area children larger, updated collections.",0,"Bay Mills Indian Community",2015,"Native American Library Services: Enhancement Grants",$51863,"Office of Library Services",Brimley,MI
NG-03-15-0021-15,"Iowa Tribe of Oklahoma will inventory and digitize more than 1,500 documents and photos in the Tribal Archive Room. Many of these irreplaceable documents are more than 100 years old and the majority could be permanently lost. Along with digitizing these historical documents, the tribe will collect personal stories, and display these stories and photographs in the tribal community center. The tribe plans to establish a Gathering Family History area in the tribal library where members can come to have their photos, letters, and out-of-copyright books scanned and reproduced digitally, and added to the collection.",0,"Iowa Tribe of Oklahoma",2015,"Native American Library Services: Enhancement Grants",$149991,"Office of Library Services",Perkins,OK
NG-03-15-0034-15,"Pueblo of Santa Clara's ""Preserving Our History, Building Our Future"" project is a two-year effort that delves into literacy and critical literacy skills that ultimately affect student success and quality of life. The community library will make strides to increase community access to library resources and services by improving access to technology for the disadvantaged population. The project also will increase professional development opportunities that promote continuing education and library staff skills and that result in pueblo community interest in the field of library science. The goal is to enhance the Library's understanding of critical literacy and how it is relevant to literacy skills.",0,"Santa Clara Pueblo",2015,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services",Espanola,NM
NG-03-15-0040-15,"The grant award to Pueblo of Jemez will provide quality library services and technology for all patrons, with strong emphasis on the Pueblo of Jemez language, culture, and traditions. The project will provide STEM programming through family events. Project staff will collaborate with local schools and tribal departments to deliver quality literacy, health, and intergenerational activities to community members.",0,"Pueblo of Jemez",2015,"Native American Library Services: Enhancement Grants",$149992,"Office of Library Services","Jemez Pueblo",NM
NG-03-15-0042-15,"The award to Spirit Lake Tribe will enable the tribe to expand on existing library services at the Valerie Merrick Memorial Library and add new services. The library will add new materials to its collection for young adults and children, as well as provide monthly family reading nights with supporting activities to encourage reading habits in children and as a family. In addition, the library will purchase materials and expand hours to start serving as a health information resource center for adults.",0,"Spirit Lake Nation",2015,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services","Fort Totten",ND
NG-03-15-0028-15,"The Cultivating an Understanding of Literacy and Traditional ways using Reading and Education (CULTURE) program, will provide a much-needed, culturally pertinent learning experience to all ages of the Bishop Paiute Tribe and its community members. The Bishop Paiute Tribe will collaborate with the Owens Valley Career Development Center and the Tuniwa Nobi (Teaching House) Family Literacy program. The CULTURE program will bring enhanced services to the N&#2013266172;&#2013266172;m&#2013266172;u Ad&#2013266172;muin&#2013266172;u Nobi (Indian Reading House) and T&#2013266172;t&#2013266172;wapi Nobi (children's Library). The CULTURE program will enhance the existing library collections with culturally appropriate and relevant literature while bringing to the community a librarian to lead and support an interactive, community learning experience.",0,"Bishop Indian Tribal Council",2015,"Native American Library Services: Enhancement Grants",$146763,"Office of Library Services",Bishop,CA
NG-03-15-0008-15,"The Native Village of Afognak will focus on developing Alutiiq resources sections at the Kodiak Public and Nadia Mullan Heritage Libraries and create eight digital interactive stories called Qbooks. The work addresses needs and action steps identified at the 2014 Alutiiq Language Symposium to advance the Alutiiq language revitalization movement. The new Alutiiq language resources will expand the availability of native languages to tribal members, the Kodiak community, the surrounding six villages, and the lower 48 states.",0,"Native Village of Afognak",2015,"Native American Library Services: Enhancement Grants",$149970,"Office of Library Services",Kodiak,AK
NG-03-15-0002-15,"The Crow tribe's Little Big Horn College oral history digitization project will focus on preserving items in the audiovisual collection that had previously been stored in outdated formats and are beginning to deteriorate. The project will digitize the materials, add item level metadata, and increased access via the Mukurtu content management system. The collections contains invaluable cultural, historical, and linguistic content that, if lost, would be irreplaceable. The project also includes outreach activities with the Crow community and other interested parties to share the process and final products of the project.",0,"Crow Tribe of Indians",2015,"Native American Library Services: Enhancement Grants",$149283,"Office of Library Services","Crow Agency",MT
NG-03-15-0020-15,"This project will provide tribal members and their families with strategies for leading a healthy lifestyle and increasing youth literacy levels with family reading. By Working with the tribe's Department of Health and Human Services, the project leaders also will expand library services to tribal members. The project coincides with the tribe's vision stated in its strategic plan to continually improve the quality of, and expand the quantity of programs and services provided to tribal members.",0,"Keweenaw Bay Indian Community",2015,"Native American Library Services: Enhancement Grants",$147825,"Office of Library Services",Baraga,MI
NG-03-14-0012-14,"The Hoh Tribal Library will implement an early literacy project that leverages proven methods for improving early childhood literacy through its alignment with the Raising A Reader® program. The target audience is Hoh community families with children ages birth through five. This will assist the library to being a catalyst for addressing literacy at its earliest stages of development and a proactive agent in collaborating with other Hoh community organizations to help foster the best possible foundation for early childhood literacy. The library will host regular gatherings, bringing together best practices from Native American Early Childhood Education programming, and infusing appropriate cultural knowledge and traditions into the overall early literacy project.",0,"Hoh Tribe",2014,"Native American Library Services: Enhancement Grants",$123714,"Office of Library Services",Forks,WA
NG-03-14-0009-14,"The Federated Indians of Graton Rancheria will relocate its tribal library to a better location on new tribal lands that will allow more room for growth of additional programming and staff. The library will be the hub of a community resource center and a touchstone of related wraparound services. Outreach to community members who are unable to access library materials in hardcopy form is another project goal. A monthly mobile library service will be established to bring the mission of supporting intergenerational learning to rural communities located 65 miles north on the Sonoma Coast. A digital plan will be developed to allow Tribal members living outside the area access to cultural information via an interactive website.",0,"Federated Indians of Graton Rancheria",2014,"Native American Library Services: Enhancement Grants",$109340,"Office of Library Services","Rohnert Park",CA
NG-03-14-0019-14,"The Oneida Tribe of Indians of Wisconsin  will enhance programs and services, many directed at the youth & elders of the Oneida Tribe, through additional staffing and improved collections and materials. The library will continue its focus on research-based programs and goals, STEM, and 21st century skills and learning, as well as Oneida culture & language programming. The library will expand its early literacy/preschool, afterschool, and summer programming. It also will provide cultural literacy opportunities and awareness by means of its Native American and specific Iroquois/Oneida collections and displays.",0,"Oneida Nation",2014,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services","Green Bay",WI
NG-03-14-0029-14,"Wyandotte Tribe of Oklahoma will undertake the “Gateway to the World” project to add a librarian to the staff and extend library hours to better meet the needs of the community, especially the students and faculty of the Wyandotte Public Schools. Twelve iPads, age-specific software to aid in reading, a desk for the librarian, and a table and chairs will be purchased to upgrade the computer lab and library. The Wyandotte Nation Library will partner with other Wyandotte Nation Departments, the Wyandotte Public School, local tribes and other community members to provide basic computer classes, focus groups and other learning opportunities. The project will enhance the literacy of the community in the areas of technology, print and culture.",0,"Wyandotte Nation",2014,"Native American Library Services: Enhancement Grants",$136770,"Office of Library Services",Wyandotte,OK
NG-03-14-0046-14,"The Saginaw Chippewa Indian Tribe will improve services at all three library locations: the Tribal Library, Saginaw Chippewa Academy, and Saginaw Chippewa Tribal College  to strengthen connections to better serve patrons and deepen cultural commitment across all library services. Project goals are to expand and enhance services for learning and improve access to information and educational resources that support the educational, lifelong learning, workforce development, and digital literacy needs of all ages. The project will target library services to individuals of diverse geographic, cultural, and socioeconomic backgrounds by expanding and enhancing services to support the Anishinaabe Language Revitalization project and the Sasiwaans Immersion School.",0,"Saginaw Chippewa Indian Tribe",2014,"Native American Library Services: Enhancement Grants",$65642,"Office of Library Services","Mount Pleasant",MI
NG-03-14-0045-14,"The Mescalero Apache Tribal Library will work to reverse Apache language loss by forming a partnership with the Mescalero Apache Tribe Language Program. The project will create culturally appropriate Apache language educational materials and provide community members with user-friendly electronic access to those materials. This culturally appropriate Apache language content will be organized around ten ""semantic domains:"" (1) At Home, (2) Kinship, (3) At School, (4) The Girl's Puberty Feast, (5) The Weather and Environment, (6) The Tribes and Bands, (7) Places and Place Names, (8) Animals, (9) Plants, and (10) Traditional Material Culture.",0,"Mescalero Apache Tribe",2014,"Native American Library Services: Enhancement Grants",$149640,"Office of Library Services",Mescalero,NM
NG-03-14-0018-14,"The College of Menominee Nation (CMN) Library will address the critical need of homes and children in the Menominee reservation community to access books and language materials by increasing the number of literacy focused library programs and resources, purchasing new resources such as general public books and learning tools for the children’s area, and conducting more community outreach. The library will hold a kick-off event and an end event each fall and spring session and develop and implement a summer reading program, a semi-annual book give-away, and a library guide on reading resources available. To encourage family use of library literacy materials and programs, CMN will coordinate additional literacy learning activities within each program session, many focused on parents.",0,"Menominee Indian Tribe of Wisconsin",2014,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services",Keshena,WI
NG-03-14-0016-14,"The Lac Courte Oreilles Ojibwa College Community Library, which serves as both an academic and public library, will provide resources and training for the development of information literacy skills that will enable library users to become lifelong learners and adapt to the expectations and challenges of the 21st century. Students in the LCO College Early Childhood Development Program will develop curriculums that integrate library materials and interns will be hired to plan, promote and implement summer reading programs for community children. The library will develop pathfinders as guides for identifying numerous topics and sources for students and community members, offer enhanced and new collections that correspond to pathfinder topics, and provide for the evaluation and utilization of resources in the learning experience.",0,"Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin",2014,"Native American Library Services: Enhancement Grants",$149632,"Office of Library Services",Hayward,WI
NG-03-14-0030-14,"The Ysleta del Sur Pueblo Empowerment Department’s Library and Education Center will develop a topical dictionary and reference materials to assist community members in learning the Tiwa language. Staff will compile reference materials including a topical dictionary, a Tiwa phonetic alphabet, a sentence structure guide, and reading materials such as story books, making multiple copies available. The Library will market the materials to the community and provide training on the reference section to tribal members so they can learn how to build sentences in Tiwa and translate their own passages from English to Tiwa and Tiwa to English.",0,"Ysleta Del Sur Pueblo",2014,"Native American Library Services: Enhancement Grants",$119950,"Office of Library Services","El Paso",TX
NG-03-14-0008-14,"The ""Our Future is Fun-Sized"" project will empower the ""People of the Marsh - Toi Ticutta"" by enhancing library services to the Fallon Paiute Shoshone Tribal membership, the general public, and twenty-six northern Nevada Tribes affiliated with the Intertribal Council of Nevada. The project will provide systematic instruction through the Tribal Library including cultural activities, youth engagement, literacy and language development, educational services, and expansion of tribal library collections.The project will also utilize technology as a learning tool for all levels and ages of the population and incorporate cultural values into the teaching of basic computer skills so tribal members can meet personal achievement goals.",0,"Fallon Paiute-Shoshone Tribe",2014,"Native American Library Services: Enhancement Grants",$72000,"Office of Library Services",Fallon,NV
NG-03-14-0022-14,"The Pechanga Band of Luiseno Mission Indians will use grant funds to create  two library intern positions; purchase mechanical assist Spacesaver shelving for the library; and purchase new publications, journal subscriptions, and journal back issues. Currently, 10,493 books, magazines, and academic journals, consisting predominately of Western Americana/Native American Studies, have been cataloged in the Pechanga library. This funding would allow for the hiring of a dedicated staff to assist in cataloging a recent acquisition of an additional 5,000+ books and journals on Native American topics.",0,"Pechanga Band of Luiseño Mission Indians",2014,"Native American Library Services: Enhancement Grants",$112471,"Office of Library Services",Temecula,CA
NG-03-14-0003-14,"Chippewa Cree Indians of the Rocky Boy's Reservation will advance the Rocky Boy Community Library's operations to new levels of service as aligned with the Library Services and Technology Act. Specifically, this project will use both mainstream and innovative library practices to facilitate access to information resources for the purpose of cultivating an educated and informed citizenry. Furthermore, it will encourage resource sharing to achieve economical and efficient delivery of services to community members and strengthen the library’s ability to connect people to information and ideas. Overall, these efforts will directly address the unique social, educational, economic, and cultural needs of community members on Rocky Boy’s Indian Reservation.",0,"Chippewa Cree Tribe",2014,"Native American Library Services: Enhancement Grants",$72000,"Office of Library Services","Box Elder",MT
NG-03-14-0002-14,"The Chilkoot Indian Association will build upon its Storyboard project with the Akaawakaa Project, seeking to use 21st century skills to preserve and revitalize Native culture. Through monthly cultural programs, digital literacy classes, and a game designed for iPad use, youth and adults will be encouraged to create their own content as they choose and follow a field trip that highlights a place, a name, or cultural information. A weekly radio spotlight will share information about content created through the project and Storyboard information. As a part of the revitalization, the Tlingit collection in the library will be enhanced through a reorganization of the existing collection, cataloging of filmed cultural programs, and preserving and cataloging for check-out the local radio station language program Tlingit Time. With the use of games, iPads, Facebook, and Twitter, participants young and old will become more familiar, involved, and engaged with Chilkoot Tlingit language and culture.",0,"Chilkoot Indian Association",2014,"Native American Library Services: Enhancement Grants",$149829,"Office of Library Services",Haines,AK
NG-03-14-0017-14,"The Makah Cultural and Research Center will research historic documents, people, and resources and compile information using modern technology to relay historic evidence of tribal cultural landscape and encourage continued use in the “Yesterday and Today” project. The project will provide the public with research opportunities in genealogy and tribal cultural landscapes, and offer researchers a connection to place and a deeper understanding of resources and cultural uses. The compiled information will be available to academic researchers and on a more broad scale to tribal departments to assist in resource management, while genealogical information will be shared in workshops to strengthen self-identity and family ties. The educational component will provide workshops designed to provide hands-on learning of traditional natural resource utilization and computer classes designed to enhance individual research skills and presentations.",0,"Makah Indian Tribe",2014,"Native American Library Services: Enhancement Grants",$149999,"Office of Library Services","Neah Bay",WA
NG-03-13-0046-13,"The Suquamish Tribe will provide programs, instruction, and resources that will foster positive relationships between the generations—youth and elders, students and teachers, and the community at large. The “Connections: Relationships, Resources & Reading Project” will bring together a team from the Suquamish Tribal Library, Chief Kitsap Academy, Tribal Education Department,  Suquamish Museum, Elders Council, and Youth Council as well as the North Kitsap School District, to engage students with culturally relevant learning styles and rigorous academic curricula. An important component of the project will pair students with elders in a reciprocal mentoring program in which elders will share their cultural knowledge with students who will digitally record their stories and, in turn, share their technological expertise with the elders. The new resources developed with this grant will provide fresh and accurate materials for the new “Since Time Immemorial: Tribal Sovereignty in Washington State” statewide curriculum.",0,"Suquamish Indian Tribe of the Port Madison Reservation",2013,"Native American Library Services: Enhancement Grants",$147493,"Office of Library Services",Suquamish,WA
NG-03-13-0031-13,"On behalf of the Seldovia Village Tribe, the Seldovia Museum Library will implement the “In Our Own Words” oral history project to document local family histories that reach back many generations in this small, tight-knit community. Community members will receive training in oral history documentation and then conduct interviews with community elders and record community Sharing Circle events. Project participants will also inventory and digitize existing materials belonging to Seldovia Village Tribe and community members, adding them to the oral history collection. Much of the material gathered will also be accessioned into the library of the tribe’s partner organization, the University of Alaska-Fairbanks Oral History Program, and will be available over the Internet via UAF’s oral history resource, Project Jukebox. All materials will be publicly available through the Seldovia Museum Library and at the Seldovia Museum via an interactive electronic kiosk.",0,"Seldovia Village Tribe",2013,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services",Seldovia,AK
NG-03-13-0045-13,"The Pueblo of Santa Clara’s Community Library will continue its important role as a community anchor in fostering 21st-century learning and information use with a range of interactive projects that will engage community members of all ages. Technology Access Nights will foster responsible technology use and awareness among young learners and their families, especially promoting safe social media practices. For hands-on technology learning, youth, elders, and their families will collaborate on two oral history projects. One will gather stories of Santa Clara Pueblo women’s achievements and cultural endurance, and the other will document strategies for academic success. Also, a youth mentor/internship initiative will create a cadre of “Bookworm Interns” trained in the Every Child Ready to Read Program®, allowing the interns to practice their new skills during the Summer Reading Program, which will be extended from one to five weeks.",0,"Santa Clara Pueblo",2013,"Native American Library Services: Enhancement Grants",$138741,"Office of Library Services",Espanola,NM
NG-03-13-0005-13,"Chilkat Indian Village’s Klukwan Community and School Library project “Cultivating Traditional Practices” will focus on learning and innovation, media literacy, and life and career skills. Cultural and skill-building programs for all ages will be taught by elders, other tradition bearers, and visiting presenters. They will feature traditional knowledge such as subsistence practices, preparation of traditional foods and medicines, and Northwest Coast art and design. Seven locally produced videos will document this knowledge for future generations, including two that will be planned and produced by high school students, to be shown in a film premier event as a part of Klukwan’s Culture Days. In addition, the tribal archive will be enriched by donations of private collections, and staff will learn skills necessary for organizing and making these valuable resources available to the community.",0,"Chilkat Indian Village",2013,"Native American Library Services: Enhancement Grants",$146718,"Office of Library Services",Haines,AK
NG-03-13-0034-13,"The Stockbridge-Munsee Community’s Arvid E. Miller Memorial Library and Museum will work with tribal members in a series of six hands-on participatory genealogy workshops exploring Mohican family history in order to gain a deeper understanding of how tribal members have worked together to sustain their nation. The workshops will teach genealogy research techniques, engage participants in the examination of archival and personal photographs and documents, and provide opportunities for sharing oral and written family stories. Participants will help create a photographic history book that tells tribal history by highlighting accomplishments and daily life from early ancestors to contemporary tribal members. The library’s archival collection will increase with the addition of photographs, family trees, and stories collected during the project, adding new tribal perspectives to the rich history of the Stockbridge Munsee Community.",0,"Stockbridge-Munsee Community",2013,"Native American Library Services: Enhancement Grants",$112251,"Office of Library Services",Bowler,WI
NG-03-13-0004-13,"The Cher-Ae Heights Indian Community of the Trinidad Rancheria will use its grant to implement the “Saa-‘a-goch (speak Yurok): Cultural Literacy Project,” which will develop at least 10 new Yurok language books for pre-K and beginning readers and revitalize the youth reading programs at the Rancheria. The overall goal is to position the Trinidad Rancheria Library as a key community resource for native language acquisition opportunities for Rancheria children aged birth through eight. Saa-‘agoch is designed to empower parents, family members, and caregivers by increasing their skills and the frequency with which they engage in age-appropriate and effective literacy activities with their pre-K and beginning-reader children to stimulate language acquisition.",0,"Cher-Ae Heights Indian Community of the Trinidad Rancheria",2013,"Native American Library Services: Enhancement Grants",$78524,"Office of Library Services",Trinidad,CA
NG-03-13-0028-13,"The Quapaw Tribe will transform the Quapaw Tribal Library into a first-rate information center, making it accessible and welcoming to the community at large as well as to tribal members living far from home. Building on a recent project to update the general collection and offer e-resources, the library will add materials in a variety of formats for its diverse community, implement a childhood literacy program to instill the love of reading in young people, offer cultural workshops to enhance the knowledge of Quapaw culture and traditions, and expand library hours to meet the growing demand for information services.",0,"Quapaw Nation",2013,"Native American Library Services: Enhancement Grants",$141569,"Office of Library Services",Quapaw,OK
NG-03-13-0036-13,"On behalf of the Sun’aq Tribe of Kodiak, the SEALibrary (Sun’aq Ecological Archives and Library) will undertake a project to enhance access to information on Kodiak ecology and Alutiiq heritage while serving as a bridge between tribal members, researchers, and regulators. It will collect, preserve, and disseminate valuable local and traditional ecological knowledge with the goal of protecting the ecological resources of the region. It will create a local storehouse of knowledge accessible both in-house and online, including not only local knowledge but also legal notices and impact assessments from naval military exercises, hazardous waste cleanup, changes to fishing regulations, and threats to local food security. This comprehensive project will include document management training, policy and electronic database systems implementation, preservation planning, archives assessment, and cross-cultural outreach services.",0,"Shoonaq' Tribe of Kodiak",2013,"Native American Library Services: Enhancement Grants",$149872,"Office of Library Services",Kodiak,AK
NG-03-13-0018-13,"The White Earth Band of the Minnesota Chippewa Tribe will establish a new full-service library—the Maamigin Achigaade, or “Gathering Place.” Building on the Readmobile services that have delivered literacy materials to thousands of children since 2007, and the nation’s strong partnership with Northern Lights Library Network, the new library will provide a central place for community members of all ages to finally access full library services without traveling long distances. Print and digital resources and public computers will complement the new Smart Play Spot designation awarded by the Minnesota Children’s Museum. The Gathering Place will serve as a learning and meeting hub for the community. Staff will incorporate Ojibwe language and storytelling into all programming to facilitate language revitalization on the reservation, a vital goal for the people of the White Earth Nation.",0,"Minnesota Chippewa Tribe/Leech Lake Band",2013,"Native American Library Services: Enhancement Grants",$121224,"Office of Library Services","Cass Lake",MN
NG-03-13-0012-13,"On behalf of the Iowa Tribe of Oklahoma, the Iowa Tribal Library will establish an afterschool library youth program called “Gathering Hope” with the goal of improving educational performance while also instilling traditional Iowa cultural values in youth as a point of reference for balance and harmony in their lives. The program will follow the school calendar and provide consistent and structured afterschool programming during the week, including fall, summer, and spring break. A part-time assistant librarian and summer youth assistant will work to improve family literacy and offer traditional cultural activities, while a professional tutor will provide afterschool assistance to help maintain and improve grades. Project staff expects that half of the “Gathering Hope” students will commit to attending college, making them eligible to apply for the Oklahoma’s Promise program, which supports college tuition costs.",0,"Iowa Tribe of Oklahoma",2013,"Native American Library Services: Enhancement Grants",$149077,"Office of Library Services",Perkins,OK
NG-03-13-0015-13,"On behalf of the Makah Nation, the Makah Cultural and Research Center (MCRC) will undertake a multifaceted project that will include the research and development of lectures, information kits, a booklet, a traveling photo exhibit, and instructional videos documenting the important annual cultural celebration called Makah Days. It will also include a lecture series on Makah genealogy to assist tribal members in understanding their personal and family history and how they fit into the fabric of the tribe. The ongoing community need for enhanced technology skills will be addressed with a series of computer classes in partnership with the local high school that will be free to community members. Honors students will provide one-on-one mentoring alongside the instructor. Collections policy and preservation plans will also be developed for the ever-expanding manuscripts collection in the MCRC.",0,"Makah Indian Tribe",2013,"Native American Library Services: Enhancement Grants",$129436,"Office of Library Services","Neah Bay",WA
NG-03-12-0274-12,"The Bear River Band of the Rohnerville Rancheria will be opening a new library in the recently-completed Tish-Non Community Center. Grant funds will go toward furnishing the new space and providing comprehensive training for a new library assistant who will be mentored by the current library consultant. Collection development will double the children’s collection and add materials of general community interest as well. The new space will allow for increased programming, including after-school tutoring during the week, bi-weekly storytelling in the special children’s area, and cultural activities such as bowmaking, beading, and basket weaving. Weekly language classes will take place in the library, drawing upon a network of Native speakers of neighboring tribal dialects for Bear River Band’s language revitalization program. After the grant period, the new staff person will become Library Manager and take over responsibility for library operations in a career position funded by the tribe.",0,"Bear River Band of Rohnerville Rancheria",2012,"Native American Library Services: Enhancement Grants",$149982,"Office of Library Services",Loleta,CA
NG-03-12-0269-12,"This cooperative effort between Keweenaw Bay Indian Community (KBIC), the Ojibwa Community Library, the Office of Violence against Women (OVW), and the Department of Health and Human Services’ “Positively You” teen program will increase library services and materials for at-risk families, teens, as well as the community as a whole.  For the first time, it will allow underserved populations to use library resources in the safe environment of the OVW Transitional Home. And, to enhance local teen participation in library activities, mentors like author and KBIC member Shirley Brozzo will work with teens on journaling and help create a book of cultural anecdotes and family stories for the community. The project will sponsor annual literacy nights, where young writers and artists will showcase their work, which will then be compiled into a self-published “Empowering Futures” book celebrating their rich culture and personal creativity.",0,"Keweenaw Bay Indian Community",2012,"Native American Library Services: Enhancement Grants",$135657,"Office of Library Services",Baraga,MI
NG-03-12-0260-12,"The Aaniiih Nakoda College Library will administer this grant on behalf of the Fort Belknap Indian Community with the goal of supporting Native language learning among young children on the Fort Belknap Indian Reservation.  The library will work together with the Aaniiih Nakoda Cultural Grounding Committee to translate popular children’s stories into the languages of the Aaniiih (Gros Ventre, White Clay) and Nakoda (Assiniboine) Tribes.  Staff will seek translation rights from the authors and/or publishers of twenty children’s books. The Cultural Ground Committee members will translate the text, then staff will create transparent labels using special Aaniiih and Nakoda fonts and affix them to the appropriate pages of each book. Reading sessions by Native speakers at the college library and tribal community centers will introduce the bilingual books to the public. In addition, copies of the books will be placed in all of the local public and school libraries as well as Head Start programs so language learning can continue and expand in the future.",0,"Fort Belknap Indian Community",2012,"Native American Library Services: Enhancement Grants",$142070,"Office of Library Services",Harlem,MT
