"Log Number",Description,"Supplement Indicator",Institution,"Fiscal Year",Program,"Federal Funds","Funding Office",City,State
NG-01-17-0102-17,"Pokagon Band of Potawatomi will support existing library operations and maintain core library services provided to members of their community in Dowagiac, MI. This work supports costs in areas of salaries, wages, supplies, and materials.",0,"Pokagon Band of Potawatomi",2017,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Dowagiac,MI
NG-05-17-0006-17,"Petersburg Indian Association will support existing library operations and maintain core library services provided to members of their community in Petersburg, AK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Petersburg Indian Association",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Petersburg,AK
NG-01-17-0096-17,"Oneida Indian Nation will support existing library operations and maintain core library services provided to members of their community in Oneida, NY. This work supports costs in areas of salaries, wages, supplies, and materials.",0,"Oneida Indian Nation",2017,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Oneida,NY
NG-05-17-0193-17,"Yerington Paiute Tribe will support existing library operations and maintain core library services provided to members of their community in Yerington, NV. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Yerington Paiute Tribe",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Yerington,NV
NG-01-17-0024-17,"Penobscot Indian Nation will support existing library operations and maintain core library services provided to members of their community in Indian Island, ME. This work supports costs in areas of salaries, wages, supplies, and materials.",0,"Penobscot Indian Nation",2017,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Indian Island",ME
NG-05-17-0040-17,"Fort Belknap Community Council will support existing library operations and maintain core library services provided to members of their community in Harlem, MT. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Fort Belknap Indian Community",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Harlem,MT
NG-05-17-0098-17,"Citizen Potawatomi Nation will support existing library operations and maintain core library services provided to members of their community in Shawnee, OK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Citizen Potawatomi Nation",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Shawnee,OK
NG-05-17-0160-17,"Curyung Tribal Council will support existing library operations and maintain core library services provided to members of their community in Dillingham, AK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Curyung Tribal Council",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Dillingham,AK
NG-01-17-0055-17,"Cow Creek Band of Umpqua Tribe of Indians will support existing library operations and maintain core library services provided to members of their community in Roseburg, OR. This work supports costs in areas of salaries, wages, supplies, and materials.",0,"Cow Creek Band of Umpqua Tribe of Indians",2017,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Roseburg,OR
NG-05-17-0032-17,"Eastern Band of Cherokee Indians will support existing library operations and maintain core library services provided to members of their community in Cherokee, NC. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Eastern Band of Cherokee Indians",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Cherokee,NC
NG-05-17-0127-17,"Cher-Ae Heights Indian Community will support existing library operations and maintain core library services provided to members of their community in Trinidad, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Cher-Ae Heights Indian Community of the Trinidad Rancheria",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Trinidad,CA
NG-05-17-0135-17,"Big Pine Paiute Tribe will support existing library operations and maintain core library services provided to members of their community in Big Pine, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Big Pine Paiute Tribe",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Big Pine",CA
NG-01-17-0119-17,"Walker River Paiute Tribe will support existing library operations and maintain core library services provided to members of their community in Schurz, NV. This work supports costs in areas of salaries, wages, supplies, and materials.",0,"Walker River Paiute Tribe",2017,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Schurz,NV
NG-05-17-0031-17,"Hannahville Indian Community will support existing library operations and maintain core library services provided to members of their community in Wilson, MI. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Hannahville Indian Community",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Wilson,MI
NG-05-17-0105-17,"Cheyenne and Arapaho Tribes will support existing library operations and maintain core library services provided to members of their community in Concho, OK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Cheyenne-Arapaho Tribes of Oklahoma",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Concho,OK
NG-05-17-0184-17,"Kodiak Area Native Association will support existing library operations and maintain core library services provided to members of their community in Kodiak, AK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Kodiak Area Native Association",2017,"Native American Library Services: Basic Grants",$21000,"Office of Library Services",Kodiak,AK
NG-05-17-0046-17,"Saginaw Chippewa Indian Tribe will support existing library operations and maintain core library services provided to members of their community in Mount Pleasant, MI. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Saginaw Chippewa Indian Tribe",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Mount Pleasant",MI
NG-05-17-0126-17,"Aleutian Pribilof Islands Association, Inc. will support existing library operations and maintain core library services provided to members of their community in Anchorage, AK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Aleutian Pribilof Islands Association, Inc.",2017,"Native American Library Services: Basic Grants",$70000,"Office of Library Services",Anchorage,AK
NG-05-17-0016-17,"Ottawa Indian Tribe of Oklahoma will support existing library operations and maintain core library services provided to members of their community in Miami, OK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Ottawa Tribe of Oklahoma",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Miami,OK
NG-05-17-0093-17,"Native Village of Eagle will support existing library operations and maintain core library services provided to members of their community in Eagle, AK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Native Village of Eagle",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Eagle,AK
NG-01-17-0180-17,"Native Village of Port Lions will support existing library operations and maintain core library services provided to members of their community in Port Lions, AK. This work supports costs in areas of salaries, wages, supplies, and materials.",0,"Native Village of Port Lions",2017,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Port Lions",AK
NG-05-17-0185-17,"Northwestern Band of Shoshoni Nation will support existing library operations and maintain core library services provided to members of their community in Brigham City, UT. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Northwestern Band of the Shoshone Nation",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Brigham City",UT
NG-05-17-0067-17,"Fallon Paiute Shoshone Tribes of the Fallon Reservation & Colony will support existing library operations and maintain core library services provided to members of their community in Fallon, NV. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Fallon Paiute-Shoshone Tribe",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Fallon,NV
NG-01-17-0207-17,"Native Village of Mary's Igloo will support existing library operations and maintain core library services provided to members of their community in Teller, AK. This work supports costs in areas of salaries, wages, supplies, and materials.",0,"Native Village of Mary's Igloo",2017,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Teller,AK
NG-05-17-0087-17,"Makah Indian Tribe of the Makah Indian Reservation will support existing library operations and maintain core library services provided to members of their community in Neah Bay, WA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Makah Indian Tribe",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Neah Bay",WA
NG-05-17-0123-17,"Native Village of Port Graham will support existing library operations and maintain core library services provided to members of their community in Port Graham, AK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Port Graham Village Council",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Port Graham",AK
NG-05-17-0201-17,"Confederated Tribes of Siletz Indians will support existing library operations and maintain core library services provided to members of their community in Siletz, OR. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Confederated Tribes of Siletz",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Siletz,OR
NG-05-17-0165-17,"Elk Valley Rancheria will support existing library operations and maintain core library services provided to members of their community in Crescent City, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Elk Valley Rancheria",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Crescent City",CA
NG-05-17-0132-17,"Tesuque Pueblo Administration will support existing library operations and maintain core library services provided to members of their community in Santa Fe, NM. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Pueblo of Tesuque",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Santa Fe",NM
NG-05-17-0124-17,"Pinoleville Pomo Nation will support existing library operations and maintain core library services provided to members of their community in Ukiah, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Pinoleville Pomo Nation",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Ukiah,CA
NG-05-17-0048-17,"Pueblo of Laguna will support existing library operations and maintain core library services provided to members of their community in Laguna, NM. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Pueblo of Laguna",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Laguna,NM
NG-05-17-0117-17,"Puyallup Tribe of Indians will support existing library operations and maintain core library services provided to members of their community in Tacoma, WA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Puyallup Tribe of Indians",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Tacoma,WA
NG-05-17-0001-17,"Chilkat Indian Village will support existing library operations and maintain core library services provided to members of their community in Haines, AK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Chilkat Indian Village",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Haines,AK
NG-05-17-0122-17,"Ewiiaapaayp Band of Kumeyaay Indians will support existing library operations and maintain core library services provided to members of their community in Alpine, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Cuyapaipe Reservation",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Alpine,CA
NG-05-17-0072-17,"Delaware Nation will support existing library operations and maintain core library services provided to members of their community in Anadarko, OK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Delaware Nation",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Anadarko,OK
NG-05-17-0200-17,"Bay Mills Indian Community will support existing library operations and maintain core library services provided to members of their community in Brimley, MI. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Bay Mills Indian Community",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Brimley,MI
NG-05-17-0092-17,"Pechanga Band of Luiseno Mission Indians will support existing library operations and maintain core library services provided to members of their community in Temecula, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Pechanga Band of Luiseño Mission Indians",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Temecula,CA
NG-01-17-0154-17,"Wampanoag Tribe of Gay Head (Aquinnah) will support existing library operations and maintain core library services provided to members of their community in Aquinnah, MA. This work supports costs in areas of salaries, wages, supplies, and materials.",0,"Wampanoag Tribe of Gay Head",2017,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Aquinnah,MA
NG-05-17-0002-17,"Ely Shoshone Tribe will support existing library operations and maintain core library services provided to members of their community in Ely, NV. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Ely Shoshone Tribe",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Ely,NV
NG-05-17-0116-17,"Jamestown S'Klallam Tribe will support existing library operations and maintain core library services provided to members of their community in Sequim, WA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Jamestown S'Klallam Tribe",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Sequim,WA
NG-05-17-0044-17,"Menominee Indian Tribe of Wisconsin will support existing library operations and maintain core library services provided to members of their community in Keshena, WI. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Menominee Indian Tribe of Wisconsin",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Keshena,WI
NG-05-17-0144-17,"Morongo Band of Mission Indians will support existing library operations and maintain core library services provided to members of their community in Banning, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Morongo Band of Mission Indians",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Banning,CA
NG-05-17-0155-17,"Stillaguamish Tribe of Indians will support existing library operations and maintain core library services provided to members of their community in Arlington, WA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Stillaguamish Tribe of Indians",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Arlington,WA
NG-05-17-0101-17,"Tuolumne Me-Wuk Tribal Council will support existing library operations and maintain core library services provided to members of their community in Tuolumne, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Tuolumne Band of Me-Wuk Indians",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Tuolumne,CA
NG-05-17-0131-17,"Mechoopda Indian Tribe will support existing library operations and maintain core library services provided to members of their community in Chico, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Mechoopda Indian Tribe of Chico Rancheria",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Chico,CA
NG-05-17-0045-17,"Organized Village of Kasaan will support existing library operations and maintain core library services provided to members of their community in Ketchikan, AK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Organized Village of Kasaan (IRA)",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Ketchikan,AK
NG-05-17-0206-17,"Northfork Rnchria Mono Indians will support existing library operations and maintain core library services provided to members of their community in North Fork, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Northfork Rancheria Mono Indians",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","North Fork",CA
NG-05-17-0213-17,"Sac & Fox Nation will support existing library operations and maintain core library services provided to members of their community in Stroud, OK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Sac & Fox Nation",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Stroud,OK
NG-05-17-0138-17,"Tunica-Biloxi Tribe of Louisiana will support existing library operations and maintain core library services provided to members of their community in Marksville, LA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Tunica-Biloxi Tribe of Louisiana",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Marksville,LA
NG-05-17-0141-17,"Alabama-Coushatta Tribe of Texas will support existing library operations and maintain core library services provided to members of their community in Livingston, TX. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Alabama-Coushatta Tribe of Texas",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Livingston,TX
NG-05-17-0076-17,"Delaware Tribe of Indians will support existing library operations and maintain core library services provided to members of their community in Bartlesville, OK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Delaware Tribe of Indians",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Bartlesville,OK
NG-05-17-0121-17,"Seldovia Village Tribe will support existing library operations and maintain core library services provided to members of their community in Seldovia, AK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Seldovia Village Tribe",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Seldovia,AK
NG-05-17-0097-17,"Oglala Sioux Tribe of Pine Ridge Indian Reservation will support existing library operations and maintain core library services provided to members of their community in Pine Ridge, SD. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Oglala Sioux Tribe",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Pine Ridge",SD
NG-05-17-0022-17,"Aleut Community of St. Paul Island Tribal Government will support existing library operations and maintain core library services provided to members of their community in Saint Paul Island, AK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Aleut Community of St. Paul Island",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Saint Paul Island",AK
NG-05-17-0027-17,"Kaw Nation will support existing library operations and maintain core library services provided to members of their community in Kaw City, OK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Kaw Nation",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Kaw City",OK
NG-05-17-0153-17,"Lummi Indian Business Council will support existing library operations and maintain core library services provided to members of their community in Bellingham, WA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Lummi Nation",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Bellingham,WA
NG-01-17-0161-17,"Kalispel Indian Community of the Kalispel Reservation will support existing library operations and maintain core library services provided to members of their community in Usk, WA. This work supports costs in areas of salaries, wages, supplies, and materials.",0,"Kalispel Indian Community of the Kalispel Reservation",2017,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Cusick,WA
NG-05-17-0030-17,"Big Sandy Rancheria of Western Mono Indians of California will support existing library operations and maintain core library services provided to members of their community in Auberry, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Big Sandy Rancheria of Mono Indians of California",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Auberry,CA
NG-05-17-0130-17,"White Mountain Apache Tribe will support existing library operations and maintain core library services provided to members of their community in Whiteriver, AZ. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"White Mountain Apache Tribe",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Whiteriver,AZ
NG-05-17-0148-17,"Hopland Band of Pomo Indians will support existing library operations and maintain core library services provided to members of their community in Hopland, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Hopland Band of Pomo Indians",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Hopland,CA
NG-05-17-0176-17,"Gila River Indian Community will support existing library operations and maintain core library services provided to members of their community in Sacaton, AZ. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Gila River Indian Community",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Sacaton,AZ
NG-05-17-0208-17,"Yurok Tribe will support existing library operations and maintain core library services provided to members of their community in Klamath, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Yurok Tribe",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Klamath,CA
NG-05-17-0017-17,"Wrangell Cooperative Association will support existing library operations and maintain core library services provided to members of their community in Wrangell, AK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Wrangell Cooperative Association",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Wrangell,AK
NG-05-17-0171-17,"Igiugig Village will support existing library operations and maintain core library services provided to members of their community in King Salmon, AK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Igiugig Village",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Igiugig,AK
NG-05-17-0064-17,"Absentee Shawnee Tribe of Oklahoma will support existing library operations and maintain core library services provided to members of their community in Shawnee, OK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Absentee Shawnee Tribe of Oklahoma",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Shawnee,OK
NG-05-17-0142-17,"Little Traverse Bay Bands of Odawa Indians will support existing library operations and maintain core library services provided to members of their community in Harbor Springs, MI. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Little Traverse Bay Bands of Odawa Indians",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Harbor Springs",MI
NG-05-17-0014-17,"Tolowa Dee-ni Nation will support existing library operations and maintain core library services provided to members of their community in Smith River, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Tolowa Dee-ni Nation",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Smith River",CA
NG-01-17-0009-17,"Peoria Tribe of Indians of Oklahoma will support existing library operations and maintain core library services provided to members of their community in Miami OK. This work supports costs in areas of salaries, wages, supplies, and materials.",0,"Peoria Tribe of Indians of Oklahoma",2017,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Miami,OK
NG-05-17-0043-17,"Skokomish Indian Tribe will support existing library operations and maintain core library services provided to members of their community in Skokomish Nation, WA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Skokomish Indian Tribe",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Skokomish Nation",WA
NG-05-17-0145-17,"Pueblo of Zia will support existing library operations and maintain core library services provided to members of their community in San Ysidro, NM. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Pueblo of Zia",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","San Ysidro",NM
NG-01-17-0163-17,"Blue Lake Rancheria will support existing library operations and maintain core library services provided to members of their community in Blue Lake, CA. This work supports costs in areas of salaries, wages, supplies, and materials.",0,"Blue Lake Rancheria",2017,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Blue Lake",CA
NG-05-17-0188-17,"Zuni, Pueblo of will support existing library operations and maintain core library services provided to members of their community in Zuni, NM. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Pueblo of Zuni",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Zuni,NM
NG-01-17-0109-17,"Cedarville Rancheria will support existing library operations and maintain core library services provided to members of their community in Alturas, CA. This work supports costs in areas of salaries, wages, supplies, and materials.",0,"Cedarville Rancheria",2017,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Alturas,CA
NG-01-17-0211-17,"Native Village of Teller will support existing library operations and maintain core library services provided to members of their community in Teller, AK. This work supports costs in areas of salaries, wages, supplies, and materials.",0,"Native Village of Teller",2017,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Teller,AK
NG-05-17-0083-17,"Shoalwater Bay Indian Tribe will support existing library operations and maintain core library services provided to members of their community in Tokeland, WA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Shoalwater Bay Indian Tribe",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Tokeland,WA
NG-05-17-0133-17,"Enterprise Rancheria will support existing library operations and maintain core library services provided to members of their community in Oroville, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Enterprise Rancheria of Maidu Indians",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Oroville,CA
NG-05-17-0007-17,"Inaja Cosmit Band of Mission Indians will support existing library operations and maintain core library services provided to members of their community in Escondido, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Inaja Band of Diegueno Mission Indians of the Inaja and Cosmit Reservation",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Escondido,CA
NG-05-17-0120-17,"Susanville Indian Rancheria will support existing library operations and maintain core library services provided to members of their community in Susanville, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Susanville Indian Rancheria",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Susanville,CA
NG-05-17-0170-17,"Pueblo de Cochiti will support existing library operations and maintain core library services provided to members of their community in Cochiti Pueblo, NM. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Pueblo of Cochiti",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Cochiti Pueblo",NM
NG-05-17-0162-17,"Chemehuevi Indian Tribe will support existing library operations and maintain core library services provided to members of their community in Havasu Lake, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Chemehuevi Indian Tribe",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Havasu Lake",CA
NG-05-17-0204-17,"Ione Band of Miwok Indians will support existing library operations and maintain core library services provided to members of their community in Plymouth, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Ione Band of Miwok Indians of California",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Plymouth,CA
NG-05-17-0020-17,"Dry Creek Rancheria will support existing library operations and maintain core library services provided to members of their community in Santa Rosa, CA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Dry Creek Rancheria Band of Pomo Indians",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Santa Rosa",CA
NG-05-17-0088-17,"Nooksack Indian Tribe will support existing library operations and maintain core library services provided to members of their community in Deming, WA. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Nooksack Indian Tribe",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services",Deming,WA
NG-05-17-0003-17,"Qagan Tayagungin Tribe of Sand Point will support existing library operations and maintain core library services provided to members of their community in Sand Point, AK. This work supports costs in areas of salaries, wages, supplies, and materials. Additionally, this project supports tribal library staff to attend library-related continuing education events.",0,"Qagan Tayagungin Tribe of Sand Point Village",2017,"Native American Library Services: Basic Grants",$7000,"Office of Library Services","Sand Point",AK
